,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1,0.0,0.16666666666666663,0.3877551020408163,0.8095238095238095,0.75,0.9404761904761905,0.9483204134366925,0.9396378269617707,0.9466192170818505,0.9575671852899575,0.9499165275459098,0.9636803874092009,0.9682875264270613,0.9752066115702479,0.978813559322034,0.9781818181818182,0.9828864803194524,0.9830412662521198,0.9835255354200988,0.9828962371721779,0.9861751152073732,0.98539435248296,0.9868995633187773,0.9879951980792316,0.9885057471264368,0.9860724233983287
2,0.16666666666666663,0.0,0.23636363636363633,0.7297297297297297,0.6511627906976745,0.9122807017543859,0.9236641221374046,0.9165009940357853,0.926056338028169,0.94109396914446,0.9305785123966942,0.9495192307692307,0.9558823529411765,0.9654605263157895,0.9704641350210971,0.9695872556118754,0.9761227970437749,0.976338028169014,0.9770114942528736,0.9761363636363636,0.9806985294117647,0.9796116504854369,0.9817073170731707,0.9832335329341317,0.9839449541284404,0.9805555555555555
3,0.3877551020408163,0.23636363636363633,0.0,0.564516129032258,0.4545454545454546,0.9364919433756309,0.9444695563998743,0.9025236392692862,0.9134289119844263,0.9307192808029637,0.9186119706520254,0.9404759738023097,0.9478779252465821,0.9590742049332398,0.9649492668034507,0.963918362885905,0.9716152358143069,0.9851542884584403,0.9726642379689955,0.9716312452695723,0.9770224750401789,0.987195305240565,0.9782166296504772,0.9800247012958505,0.9899033350185208,0.9877845686901479
4,0.8095238095238095,0.7297297297297297,0.564516129032258,0.0,0.16129032258064513,0.8497676780361322,0.8663517655256501,0.8920533490784097,0.9030683134581639,0.9210415801443099,0.9083894891288581,0.9314700506912879,0.9395245011487271,0.9519490394341248,0.958587871007948,0.9574169073605865,0.9662223827532004,0.9665154640308299,0.967433816283149,0.9662408505592402,0.9724964435068376,0.9709978936932129,0.9738919728003596,0.9760118553507577,0.9770035440122348,0.9722990200416556
5,0.75,0.6511627906976745,0.4545454545454546,0.16129032258064513,0.0,0.8844487785354538,0.8979341613608356,0.9184592843047261,0.92711965443576,0.9410795621065854,0.9312746202075273,0.9490835941948461,0.9552181009183586,0.9646009750116549,0.9695751899827321,0.9686998094839896,0.9752619126537355,0.9754795099036202,0.976160998671665,0.975275625562464,0.9799086614931014,0.9788009641229493,0.9809389865447372,0.9825018550469538,0.9832320407949944,0.9797628078560278
6,0.9404761904761905,0.9122807017543859,0.9364919433756309,0.8497676780361322,0.8844487785354538,0.0,0.14574314574314573,0.20049813200498134,0.38367954818349637,0.41793976161724233,0.46445248804302686,0.4791280728959951,0.8240396459885447,0.6471199523900231,0.7185421031817301,0.6817571968014722,0.8930051659920631,0.8938301863988714,0.7721342273995954,0.8930571052318728,0.9110248936904919,0.9066515410074822,0.8133010407083742,0.9214608330758138,0.8337892666937378,0.8029794722272111
7,0.9483204134366925,0.9236641221374046,0.9444695563998743,0.8663517655256501,0.8979341613608356,0.14574314574314573,0.0,0.12880562060889933,0.31606629835007516,0.360402283358363,0.3876384407902287,0.42474051520988865,0.5397466444726166,0.5988927429379347,0.6698151998846354,0.637104461999852,0.715777193245412,0.7179162171908839,0.7312131999060876,0.7159118321875033,0.7626790177078826,0.7571888632913557,0.7734378079893538,0.7900174641974157,0.797873231462022,0.7611668171038707
8,0.9396378269617707,0.9165009940357853,0.9025236392692862,0.8920533490784097,0.9184592843047261,0.20049813200498134,0.12880562060889933,0.0,0.1563662695784136,0.21520575999170788,0.22611228556229546,0.3372376706929555,0.4926409514116995,0.48078545480019186,0.5911084260101139,0.570264870451574,0.6531789036833541,0.693785698942652,0.6634865236787781,0.6533350590621549,0.7217630327774296,0.7089603797834533,0.7389309004908637,0.7526261353452738,0.7774796304308644,0.7253843924659718
9,0.9466192170818505,0.926056338028169,0.9134289119844263,0.9030683134581639,0.92711965443576,0.38367954818349637,0.31606629835007516,0.1563662695784136,0.0,0.1486076787810653,0.18666717384866127,0.26694461189227736,0.458534239880382,0.42101238819453857,0.5462103464497832,0.5074575108741798,0.6131368730346485,0.6386546709893708,0.6243169379023279,0.6133061044987629,0.6922814204095271,0.6604034332560675,0.7058211551341194,0.725682744291172,0.766374734662334,0.6883328676242206
10,0.9575671852899575,0.94109396914446,0.9307192808029637,0.9210415801443099,0.9410795621065854,0.41793976161724233,0.360402283358363,0.21520575999170788,0.1486076787810653,0.0,0.26536162451853396,0.2860147141645978,0.46304033127236066,0.3243627249960094,0.47591695120575317,0.43715301013057095,0.5056018537308091,0.5159384186773814,0.5331351351903878,0.5446556370493811,0.6034789579103399,0.5705927805689628,0.6141535619333405,0.6576073374506695,0.6511945047290636,0.6006830530120506
11,0.9499165275459098,0.9305785123966942,0.9186119706520254,0.9083894891288581,0.9312746202075273,0.46445248804302686,0.3876384407902287,0.22611228556229546,0.18666717384866127,0.26536162451853396,0.0,0.2814994754695872,0.3449818605272046,0.4285522753156118,0.5189492886725635,0.5073127441645822,0.5887658647782175,0.6012490136829796,0.6004662502154974,0.5889428919565308,0.65137434757759,0.6445749881779665,0.6794057508607052,0.6961278337649304,0.7428073219719085,0.66339369875532
12,0.9636803874092009,0.9495192307692307,0.9404759738023097,0.9314700506912879,0.9490835941948461,0.4791280728959951,0.42474051520988865,0.3372376706929555,0.26694461189227736,0.2860147141645978,0.2814994754695872,0.0,0.34378206069558614,0.29268482442494925,0.3487540554813412,0.3321230806248351,0.462926149554463,0.40569082960083225,0.4888333298345826,0.44376661928669026,0.5757785003542302,0.539292675933853,0.586395555657846,0.601512633205305,0.6498063074011845,0.5673276897491906
13,0.9682875264270613,0.9558823529411765,0.9478779252465821,0.9395245011487271,0.9552181009183586,0.8240396459885447,0.5397466444726166,0.4926409514116995,0.458534239880382,0.46304033127236066,0.3449818605272046,0.34378206069558614,0.0,0.3191139791101605,0.31806138471280665,0.37796441022711924,0.41591033643296826,0.3818058307729324,0.3934804236538417,0.38127823746693223,0.4650123135806288,0.4489089539820661,0.5059151544927611,0.5448569267939375,0.5702065946813297,0.4665734828493189
14,0.9752066115702479,0.9654605263157895,0.9590742049332398,0.9519490394341248,0.9646009750116549,0.6471199523900231,0.5988927429379347,0.48078545480019186,0.42101238819453857,0.3243627249960094,0.4285522753156118,0.29268482442494925,0.3191139791101605,0.0,0.24228537363107905,0.15806020642570562,0.27173686129236785,0.34954657229326835,0.2847938175273782,0.298034100769596,0.39625852279658,0.3672187863252955,0.39473796784471915,0.4838008523673011,0.5504468309290029,0.4111250371153077
15,0.978813559322034,0.9704641350210971,0.9649492668034507,0.958587871007948,0.9695751899827321,0.7185421031817301,0.6698151998846354,0.5911084260101139,0.5462103464497832,0.47591695120575317,0.5189492886725635,0.3487540554813412,0.31806138471280665,0.24228537363107905,0.0,0.14525476450059605,0.22461704151442397,0.22930423912080256,0.19346524978772373,0.18590228707994105,0.34525324251808265,0.2900961026651764,0.2905013216065827,0.369688267082819,0.48634373713137025,0.3045169107087844
